suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,field,passed,score,reason
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,court,False,0.0,"court: unexpected value ""STATE OF VERMONT SUPERIOR COURT PROBATE DIVISION Addison"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,case category,False,0.0,"case category: unexpected value ""Probate Division"" (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,document date,False,0.0,"document date: unexpected value ""Date: 08/14/2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,filing type,False,0.0,"filing type: unexpected value ""PETITION OF ADULT TO CHANGE NAME"" (verified_live_generic_filing_label, confidence 0.72)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,case type,False,0.0,"case type: unexpected value ""Adult name change"" (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,form revision,False,0.0,"form revision: unexpected field ""(06/2026)"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,defendant or respondent names,False,0.0,"defendant or respondent names: unexpected value ""Luca Martin; Fox River Phone Repair LLC"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,case type,False,0.0,"case type: unexpected value ""Complaint"" (verified_live_ambiguous, confidence 0.70)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-04,flattened,,form revision,False,0.0,"form revision: unexpected field ""08/20"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.70)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,form revision,False,0.0,"form revision: unexpected field ""08/20"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.70)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,,form revision,False,0.0,"form revision: unexpected field ""(08/20)"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.70)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,,form revision,False,0.0,"form revision: unexpected field ""(08/20)"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,form name,False,0.0,"form name: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""ATJ 601.9"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,form revision,False,0.0,"form revision: unexpected value ""08/25"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,court,False,0.0,"court: unexpected value ""Illinois, Circuit Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,filing type,False,0.0,"filing type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,case category,False,0.0,"case category: missing (verified_live_document_supported, confidence 0.94)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""Madison River Bend Apartments LLC"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""ATJ 601.9"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,form revision,False,0.0,"form revision: unexpected value ""08/25"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,court,False,0.0,"court: unexpected value ""Illinois, Circuit Court, Madison"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,case category,True,1.0,"case category: matched (verified_live_document_supported, confidence 0.94)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,case type,False,0.0,"case type: should have been omitted ""Eviction"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""ATJ 601.9"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,form revision,False,0.0,"form revision: unexpected value ""(08/25)"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,case category,False,0.0,"case category: unexpected value ""Civil"" (verified_live_document_supported, confidence 0.94)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""ATJ 601.9"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,form revision,False,0.0,"form revision: unexpected value ""(08/25)"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,case category,True,1.0,"case category: matched (verified_live_document_supported, confidence 0.94)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,case type,False,0.0,"case type: should have been omitted ""Eviction"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,form revision,True,1.0,"form revision: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,court,False,0.0,"court: unexpected value ""Illinois Circuit Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.90)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,docket number,False,0.0,"docket number: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,document date,False,0.0,"document date: unexpected value ""— (not shown)"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,case category,False,0.0,"case category: missing (verified_live, confidence 0.96)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,case type,False,0.0,"case type: missing (verified_live, confidence 0.95)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,form name,False,0.0,"form name: unexpected value ""MOTION; PROOF (EXPLANATION) OF DELIVERY"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,form revision,True,1.0,"form revision: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,court,False,0.0,"court: unexpected value ""IN THE STATE OF ILLINOIS, CIRCUIT COURT; COUNTY: __________________________________________"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.90)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,docket number,False,0.0,"docket number: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,case category,False,0.0,"case category: unexpected value ""Law"" (verified_live, confidence 0.96)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,case type,False,0.0,"case type: unexpected value ""Motion"" (verified_live, confidence 0.95)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,form name,False,0.0,"form name: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,form revision,True,1.0,"form revision: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,court,False,0.0,"court: unexpected value ""IN THE STATE OF ILLINOIS, CIRCUIT COURT"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.90)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,docket number,False,0.0,"docket number: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,case category,False,0.0,"case category: missing (verified_live, confidence 0.96)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,,case type,False,0.0,"case type: missing (verified_live, confidence 0.95)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,,form revision,True,1.0,"form revision: matched (synthetic_document_ground_truth, confidence 0.99)"
