suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.0,False,False,1941,0,2779,140,2919
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.7142527941007029,True,False,3379,0.0006284000000000001,1217,308,1525
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.8372623574144487,True,False,2222,0.0051275,1217,139,1356
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.8372623574144487,True,False,6162,0.0080725,1333,316,1649
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,1.0,True,False,1902,0.0039468,25812,125,25937
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.8372623574144487,True,False,2838,0.0039756,25928,144,26072
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.6048795944233206,True,False,15881,0.0007453500000000001,1333,383,1716
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.858808618504436,True,False,2628,0.0036550000000000003,938,131,1069
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.858808618504436,True,False,2776,0.004015,1054,138,1192
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,1.0,True,False,2138,0,2897,137,3034
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,1.0,True,False,2440,0,2779,135,2914
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.858808618504436,True,False,2229,0,2897,140,3037
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.0,False,False,2059,0,2779,140,2919
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-phi-4-multimodal,microsoft-small:phi-4-multimodal,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.2673440670200929,False,False,14762,0,3782,251,4033
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.858808618504436,True,False,3831,0.0005834000000000001,1217,272,1489
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.7357990551906901,True,False,4130,0.00043410000000000003,1333,134,1467
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.8372623574144487,True,False,3607,0.0065075,1217,231,1448
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.8372623574144487,True,False,3836,0.006542500000000001,1333,214,1547
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,1.0,True,False,1888,0.0039474,25812,126,25938
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.858808618504436,True,False,2534,0.0039737999999999996,25928,141,26069
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.858808618504436,True,False,2802,0.0036550000000000003,938,131,1069
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.858808618504436,True,False,2273,0.004035,1054,140,1194
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,1.0,True,False,1802,0,2897,137,3034
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,1.0,True,False,2175,0,2897,139,3036
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,1.0,True,False,4996,0,2779,133,2912
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-phi-4-multimodal,microsoft-small:phi-4-multimodal,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.7951023946256366,True,False,8636,0,3666,134,3800
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.0,False,False,1962,0,2779,147,2926
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-phi-4-multimodal,microsoft-small:phi-4-multimodal,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.0,False,True,656,0,0,0,0
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.7460709759188846,True,False,3085,0.00057465,1217,265,1482
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.7357990551906901,True,False,2865,0.00048035000000000005,1333,171,1504
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.8372623574144487,True,False,3605,0.0066725,1217,242,1459
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.8372623574144487,True,False,4004,0.006812500000000001,1333,232,1565
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.7357990551906901,True,False,1807,0.0039486,25812,128,25940
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,1.0,True,False,2605,0.0039756,25928,144,26072
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,0.858808618504436,True,False,2888,0.0036250000000000006,938,128,1066
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.858808618504436,True,False,2346,0.004035,1054,140,1194
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,1.0,True,False,1800,0,2897,137,3034
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,1.0,True,False,2430,0,2779,132,2911
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,1.0,True,False,2083,0,2897,139,3036
phi-vision-exploratory,eval-q4V-2026-08-22T19:29:46,openai:chat:benchmark-phi-4-multimodal,microsoft-small:phi-4-multimodal,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,0.7951023946256366,True,False,10480,0,3782,130,3912
