suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,field,passed,score,reason
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case type,False,0.0,"case type: missing (verified_live_ambiguous, confidence 0.82)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-04,flattened,case type,False,0.0,"case type: missing (verified_live_ambiguous, confidence 0.82)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.82)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-04,flattened,case type,False,0.0,"case type: missing (verified_live_ambiguous, confidence 0.82)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-04,flattened,case type,False,0.0,"case type: missing (verified_live_ambiguous, confidence 0.82)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case type,False,0.0,"case type: unexpected value ""contract and tort claims of $10,000 or less"" (verified_live_ambiguous, confidence 0.82)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,case category,False,0.0,"case category: unexpected value ""Civil"" (verified_live, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.82)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-04,flattened,docket number,False,0.0,"docket number: unexpected field ""IL-04 - synthetic filled test facsimile - page 1"""
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.82)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.82)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,filing type,True,1.0,"filing type: matched (verified_live, confidence 0.96)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case category,True,1.0,"case category: matched (verified_live, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,case type,False,0.0,"case type: unexpected value ""Small Claims"" (verified_live_ambiguous, confidence 0.82)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,other party names,False,0.0,"other party names: unexpected value ""Ivy Green (child)"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case category,False,0.0,"case category: should have been omitted ""Eviction (EV)"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case type,False,0.0,"case type: should have been omitted ""Eviction"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,case category,False,0.0,"case category: should have been omitted ""Civil"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,other party names,False,0.0,"other party names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case category,False,0.0,"case category: should have been omitted ""Eviction"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case type,False,0.0,"case type: should have been omitted ""Eviction"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,other party names,False,0.0,"other party names: unexpected value ""River Bend Apartments LLC; Plaintiff"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,case category,False,0.0,"case category: should have been omitted ""Civil"""
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,case type,False,0.0,"case type: should have been omitted ""Eviction"""
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,docket number,True,1.0,"docket number: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,other party names,False,0.0,"other party names: unexpected value ""Ivy Green; DefendantName"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case category,False,0.0,"case category: should have been omitted ""Eviction"""
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,case type,False,0.0,"case type: should have been omitted ""Eviction"""
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected field ""River Bend Apartments LLC"""
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-08,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-08,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
